command,command_key,base_command,category,description,examples,source_line,source_page,canonical_source,source_files,status,duplicate_type,duplicate_of,quality_flags,confidence
ssh-copy-id -i ~/.ssh/id_ed25519.pub user@server # kopiuj klucz,ssh-copy-id -i ~/.ssh/id_ed25519.pub user@server # kopiuj klucz,ssh-copy-id,SSH,9.2 SSH Hardening,ssh-copy-id -i ~/.ssh/id_ed25519.pub user@server # kopiuj klucz,14395,297,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ssh-keygen,ssh-keygen,ssh-keygen,SSH,Generuje klucz SSH,ssh-keygen -t ed25519,14400,297,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ssh-keygen -R,ssh-keygen -R,ssh-keygen,SSH,Usuwa z known_hosts,ssh-keygen -R server | ssh-keygen -R,14405,297,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf,candidate,,,,high
ssh-keygen -f,ssh-keygen -f,ssh-keygen,SSH,Sekcja Komend,ssh-keygen -f,14411,297,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,candidate,,,weak_description,medium
ssh-keygen -l -f,ssh-keygen -l -f,ssh-keygen,SSH,Sekcja Komend,ssh-keygen -l -f,14416,297,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,candidate,,,weak_description,medium
ssh-keygen -p -f,ssh-keygen -p -f,ssh-keygen,SSH,Sekcja Komend,ssh-keygen -p -f,14421,297,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,candidate,,,weak_description,medium
ssh-keygen -t,ssh-keygen -t,ssh-keygen,SSH,Sekcja Komend 297,ssh-keygen -t,14426,297,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,candidate,,,,high
ssh-keygen -t ecdsa,ssh-keygen -t ecdsa,ssh-keygen,SSH,Sekcja Komend,ssh-keygen -t ecdsa,14436,298,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf,candidate,,,weak_description,medium
ssh-keygen -t ed25519,ssh-keygen -t ed25519,ssh-keygen,SSH,Ed25519 key,ssh-keygen -t ed25519,14441,298,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
"ssh-keygen -t ed25519 -C ""alice@example.com""","ssh-keygen -t ed25519 -C ""alice@example.com""",ssh-keygen,SSH,generate modern key. SAFE,"ssh-keygen -t ed25519 -C ""alice@example.com""",14446,298,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
"ssh-keygen -t ed25519 -C ""user@host"" # generuj klucz","ssh-keygen -t ed25519 -C ""user@host"" # generuj klucz",ssh-keygen,SSH,9.2 SSH Hardening,"ssh-keygen -t ed25519 -C ""user@host"" # generuj klucz",14451,298,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ssh-keygen -t rsa,ssh-keygen -t rsa,ssh-keygen,SSH,RSA key,ssh-keygen -t rsa -b 4096,14456,298,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ssh-keygen -t rsa -b,ssh-keygen -t rsa -b,ssh-keygen,SSH,Sekcja Komend,ssh-keygen -t rsa -b,14461,298,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,candidate,,,weak_description,medium
ssh-keygen -t rsa -b,ssh-keygen -t rsa -b,ssh-keygen,SSH,legacy RSA. SAFE,ssh-keygen -t rsa -b 4096,14466,298,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,ssh-keygen -t rsa -b,,high
ssh-keygen -y -f,ssh-keygen -y -f,ssh-keygen,SSH,Sekcja Komend 298,ssh-keygen -y -f,14471,298,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,candidate,,,,high
ssh-keyscan,ssh-keyscan,ssh-keyscan,SSH,Zbiera host keys,ssh-keyscan github.com,14481,299,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
sshpass,sshpass,sshpass,SSH,SSH z hasłem (niezalecane),sshpass -p pass ssh user@server,14486,299,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
abrt-cli,abrt-cli,abrt-cli,Logs,Analiza crashy,abrt-cli,14492,299,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
audisp-remote,audisp-remote,audisp-remote,Logs,Remote logging,audisp-remote,14497,299,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
audispd,audispd,audispd,Logs,Audit dispatcher systemctl,,14502,299,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
auditctl,auditctl,auditctl,Logs,for system call auditing. SAFE,auditctl -l | auditctl,14507,299,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | komendy,candidate,,,,high
auditctl --backlog_wait_time,auditctl --backlog_wait_time,auditctl,Logs,Backlog wait,auditctl --backlog_wait_time 60000,14513,299,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
auditctl -A,auditctl -A,auditctl,Logs,Append rule 299,"auditctl -A exit,always -S openat",14518,299,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
auditctl -C,auditctl -C,auditctl,Logs,Compare fields,"auditctl -a always,exit -C uid!=euid",14528,300,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
auditctl -D,auditctl -D,auditctl,Logs,Delete all rules,auditctl -D,14533,300,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
auditctl -F,auditctl -F,auditctl,Logs,Filter field,"auditctl -a always,exit -F arch=b64 -S setuid",14538,300,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
auditctl -I,auditctl -I,auditctl,Logs,Insert rule,auditctl -I 1 -w /etc/passwd -p wa,14543,300,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
auditctl -R,auditctl -R,auditctl,Logs,Read rules from file,auditctl -R /etc/audit/rules.d/audit.rules,14548,300,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
auditctl -S,auditctl -S,auditctl,Logs,Syscall,"auditctl -a always,exit -S all -F uid=0",14553,300,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
auditctl -a,auditctl -a,auditctl,Logs,Add rule,"auditctl -a always,exit -F arch=b64 -S openat",14558,300,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
"auditctl -a always,exit -F arch=b64 -S execve -k exec_log","auditctl -a always,exit -F arch=b64 -S execve -k exec_log",auditctl,Logs,9.5 Hardening Systemu 300,"auditctl -a always,exit -F arch=b64 -S execve -k exec_log",14563,300,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
auditctl -b,auditctl -b,auditctl,Logs,Backlog limit,auditctl -b 8192,14573,301,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
auditctl -d,auditctl -d,auditctl,Logs,Delete rule,"auditctl -d always,exit -F arch=b64 -S openat",14578,301,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
auditctl -e,auditctl -e,auditctl,Logs,Enable/disable,auditctl -e 1,14583,301,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
auditctl -f,auditctl -f,auditctl,Logs,Failure mode,auditctl -f 1,14588,301,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
auditctl -h,auditctl -h,auditctl,Logs,Help,auditctl -h,14593,301,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
auditctl -k,auditctl -k,auditctl,Logs,Key for rule,auditctl -w /etc/shadow -p wa -k shadow_watch,14598,301,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
auditctl -l,auditctl -l,auditctl,Logs,List rules,auditctl -l,14603,301,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
auditctl -m,auditctl -m,auditctl,Logs,Send user message 301,"auditctl -m ""Message""",14608,301,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
auditctl -p,auditctl -p,auditctl,Logs,Permissions (rwxa),auditctl -w /etc/passwd -p rwxa,14618,302,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
auditctl -q,auditctl -q,auditctl,Logs,Query,auditctl -q,14623,302,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
auditctl -r,auditctl -r,auditctl,Logs,Rate limit,auditctl -r 0,14628,302,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
auditctl -s,auditctl -s,auditctl,Logs,Status,auditctl -s,14633,302,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
auditctl -t,auditctl -t,auditctl,Logs,Trim logs,auditctl -t,14638,302,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
auditctl -v,auditctl -v,auditctl,Logs,Version,auditctl -v,14643,302,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
auditctl -w,auditctl -w,auditctl,Logs,Watch file,auditctl -w /etc/passwd -p wa -k passwd_changes,14648,302,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
auditctl -w /etc/passwd -p wa -k identity,auditctl -w /etc/passwd -p wa -k identity,auditctl,Logs,watch file. SAFE 302,auditctl -w /etc/passwd -p wa -k identity,14653,302,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
auditctl -w /etc/passwd -p wa -k passwd_changes,auditctl -w /etc/passwd -p wa -k passwd_changes,auditctl,Logs,9.5 Hardening Systemu,auditctl -w /etc/passwd -p wa -k passwd_changes,14663,303,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
auditctl -w /etc/shadow -p wa -k shadow_changes,auditctl -w /etc/shadow -p wa -k shadow_changes,auditctl,Logs,9.5 Hardening Systemu,auditctl -w /etc/shadow -p wa -k shadow_changes,14668,303,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
auditd,auditd,auditd,Logs,Audit daemon systemctl,,14673,303,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
augenrules,augenrules,augenrules,Logs,Generate rules,augenrules --load,14678,303,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
aureport,aureport,aureport,Logs,Audit report,aureport --login,14683,303,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,canonical+command_index,aureport,,high
aureport --login --summary,aureport --login --summary,aureport,Logs,login report. SAFE,aureport --login --summary,14688,303,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
aureport --summary,aureport --summary,aureport,Logs,9.5 Hardening Systemu,aureport --summary,14693,303,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
aureport -au,aureport -au,aureport,Logs,Authentication report 303,aureport -au,14698,303,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
aureport -f,aureport -f,aureport,Logs,File report,aureport -f,14708,304,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
aureport -l,aureport -l,aureport,Logs,Login report,aureport -l,14713,304,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
aureport -x,aureport -x,aureport,Logs,Executable report,aureport -x,14718,304,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ausearch,ausearch,ausearch,Logs,Wyszukiwanie w audit.log,ausearch -m avc -ts recent,14723,304,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ausearch -c,ausearch -c,ausearch,Logs,By command,ausearch -c httpd,14728,304,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ausearch -f,ausearch -f,ausearch,Logs,By file,ausearch -f /etc/passwd,14733,304,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ausearch -ga,ausearch -ga,ausearch,Logs,By GID,ausearch -ga 1000,14738,304,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ausearch -i,ausearch -i,ausearch,Logs,Interpret 304,ausearch -i,14743,304,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ausearch -k,ausearch -k,ausearch,Logs,By key,ausearch -k mykey,14753,305,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ausearch -k identity,ausearch -k identity,ausearch,Logs,search by key. SAFE,ausearch -k identity,14758,305,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
ausearch -k passwd_changes,ausearch -k passwd_changes,ausearch,Logs,9.5 Hardening Systemu,ausearch -k passwd_changes,14763,305,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ausearch -m,ausearch -m,ausearch,Logs,24.1 SELinux — Tworzenie Polityk,ausearch -m,14768,305,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf | linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ausearch -m avc,ausearch -m avc,ausearch,Logs,AVC messages,ausearch -m avc -ts recent,14773,305,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ausearch -m avc -ts recent,ausearch -m avc -ts recent,ausearch,Logs,recent denials. SAFE,ausearch -m avc -ts recent,14778,305,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
ausearch -m selinux_err,ausearch -m selinux_err,ausearch,Logs,SELinux errors,ausearch -m selinux_err,14783,305,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ausearch -m user_avc,ausearch -m user_avc,ausearch,Logs,User AVC 305,ausearch -m user_avc,14788,305,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ausearch -m user_login,ausearch -m user_login,ausearch,Logs,Login messages,ausearch -m user_login,14798,306,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ausearch -m user_logout,ausearch -m user_logout,ausearch,Logs,Logout messages,ausearch -m user_logout,14803,306,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ausearch -pp,ausearch -pp,ausearch,Logs,By PID,ausearch -pp 1234,14808,306,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ausearch -r,ausearch -r,ausearch,Logs,Raw,ausearch -r,14813,306,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ausearch -sc,ausearch -sc,ausearch,Logs,By syscall,ausearch -sc openat,14818,306,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ausearch -te,ausearch -te,ausearch,Logs,Time end,ausearch -te now,14823,306,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ausearch -ts,ausearch -ts,ausearch,Logs,Time start,ausearch -ts today,14828,306,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ausearch -ui,ausearch -ui,ausearch,Logs,By UID 306,ausearch -ui 1000,14833,306,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ausearch -x,ausearch -x,ausearch,Logs,Exact match,ausearch -x /usr/bin/bash,14843,307,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
dmesg,dmesg,dmesg,Logs,grep -i Komunikaty jdra o sobie shutdown -h +10 Wycz za 10 minut,dmesg -T | dmesg,14848,307,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf | komendy | linux_engineering_book.pdf,duplicate_existing,canonical+command_index,dmesg,,high
dmesg -H,dmesg -H,dmesg,Logs,Sekcja Komend,dmesg -H,14854,307,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,candidate,,,weak_description,medium
dmesg -T,dmesg -T,dmesg,Logs,Czytelne timestamps,dmesg -T \ | dmesg -T,14859,307,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf,candidate,,,,high
dmesg -T # z timestampami,dmesg -T # z timestampami,dmesg,Logs,,dmesg — ring buffer jądra | dmesg -T # z timestampami,14865,307,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
"dmesg -T --level=err,warn","dmesg -T --level=err,warn",dmesg,Logs,"kernel ring buffer, readable timestamps. CAUTION (verbose)","dmesg -T --level=err,warn",14870,307,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
dmesg -c,dmesg -c,dmesg,Logs,Sekcja Komend,dmesg -c,14875,307,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,candidate,,,weak_description,medium
"dmesg -l err,warn # tylko błędy i ostrzeżenia","dmesg -l err,warn # tylko błędy i ostrzeżenia",dmesg,Logs,307,"dmesg — ring buffer jądra | dmesg -l err,warn # tylko błędy i ostrzeżenia",14880,307,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
dmesg -w,dmesg -w,dmesg,Logs,Na żywo,dmesg -w,14890,308,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
dmesg -w # follow,dmesg -w # follow,dmesg,Logs,,dmesg — ring buffer jądra | dmesg -w # follow,14895,308,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
dmesg -w ledzenie nowych komunikatów jdra cat /etc/audit/audit,dmesg -w ledzenie nowych komunikatów jdra cat /etc/audit/audit,dmesg,Logs,Sekcja Komend,dmesg -w ledzenie nowych komunikatów jdra cat /etc/audit/audit,14900,308,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,candidate,,,weak_description,medium
"dmesg | grep -i ""out of memory""","dmesg | grep -i ""out of memory""",dmesg,Logs,5.4 OOM Killer,"dmesg | grep -i ""out of memory""",14905,308,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md,candidate,,,,high
dmesg | tail,dmesg | tail,dmesg,Logs,27.1 Prosty Moduł,dmesg | tail,14910,308,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md,candidate,,,,high
dmesg → sprawdź,dmesg → sprawdź,dmesg,Logs,Dodatek B: Komendy Ratunkowe,dmesg → sprawdź,14915,308,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
logrotate,logrotate,logrotate,Logs,Rotacja logów,logrotate -d /etc/logrotate.conf,14920,308,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
logrotate -d /etc/logrotate.conf,logrotate -d /etc/logrotate.conf,logrotate,Logs,debug mode (dry-run). SAFE 308,logrotate -d /etc/logrotate.conf,14925,308,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
logrotate -f /etc/logrotate.conf,logrotate -f /etc/logrotate.conf,logrotate,Logs,force rotation. CAUTION,logrotate -f /etc/logrotate.conf,14935,309,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
